album_name,song,date,artist,Featured Artist,Featured Artist 2,Explicitness ,Chorus Words,Intro,Outro,Sentiment Score (Old),Sentiment,Sentiment Score,Adjusted,Color Words,Nature Words,Body Parts,Total Words,Unique Words,Lexical Diversity,Average Word Length,You Count,We Count,I Count,You Ratio,I Ratio,We Ratio,Dominant Pronoun,Bridge,Pre-Chorus,Temporal Words,Temporal Density
Folklore,Peace,7/24/2020,Taylor Swift,,,Explicit,56,FALSE,FALSE,-0.276590019,Neutral,-0.276590019,FALSE,0,10,2,305,120,0.3934,3.64,19,0,18,0.0623,0.059,0,You Count,FALSE,FALSE,12,0.0393
Lover,I Forgot That You Existed,8/23/2019,Taylor Swift,,,Clean,43,FALSE,FALSE,-0.435264736,Positive,0.402551264,TRUE,0,1,2,313,120,0.3834,3.66,12,2,19,0.0383,0.0607,0.0064,I Count,TRUE,TRUE,9,0.0288
Lover,The Man,8/23/2019,Taylor Swift,,,Clean,52,FALSE,TRUE,0.264422834,Negative,-0.748182774,TRUE,0,1,0,474,119,0.2511,2.91,4,0,58,0.0084,0.1224,0,I Count,TRUE,TRUE,14,0.0295
Red,Stay Stay Stay,10/22/2012,Taylor Swift,,,Clean,33,FALSE,TRUE,0.34374252,Positive,0.34374252,FALSE,0,0,0,361,118,0.3269,3.43,21,7,26,0.0582,0.072,0.0194,I Count,TRUE,FALSE,29,0.0803
Red (Taylor's Version),Stay Stay Stay (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,33,FALSE,TRUE,0.34374252,Positive,0.34374252,FALSE,0,0,0,361,118,0.3269,3.43,21,7,26,0.0582,0.072,0.0194,I Count,TRUE,FALSE,29,0.0803
1989,Bad Blood,10/27/2014,Taylor Swift,,,Clean,56,FALSE,FALSE,-0.752001882,Negative,-0.752001882,FALSE,0,0,19,523,118,0.2256,3.3,34,28,10,0.065,0.0191,0.0535,You Count,TRUE,TRUE,28,0.0535
1989 (Taylor's Version),Bad Blood (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,56,FALSE,FALSE,-0.752001882,Negative,-0.752001882,FALSE,0,0,19,523,118,0.2256,3.3,34,28,10,0.065,0.0191,0.0535,You Count,TRUE,TRUE,28,0.0535
Evermore,Gold Rush,11/12/2020,Taylor Swift,,,Explicit,79,TRUE,TRUE,-0.22733067,Neutral,-0.22733067,FALSE,12,5,8,356,117,0.3287,3.87,9,2,18,0.0253,0.0506,0.0056,I Count,FALSE,FALSE,12,0.0337
Evermore,"No Body, No Crime (feat. Haim)",11/12/2020,"Taylor Swift, Haim",Haim,,Clean,50,TRUE,TRUE,-0.32609576,Neutral,-0.32609576,FALSE,1,1,6,404,127,0.3144,3.25,0,1,28,0,0.0693,0.0025,I Count,TRUE,FALSE,13,0.0322
Fearless,The Way I Loved You,11/11/2008,Taylor Swift,,,Clean,62,FALSE,TRUE,0.702490389,Negative,-0.548133266,TRUE,0,4,1,363,117,0.3223,3.6,14,1,30,0.0386,0.0826,0.0028,I Count,TRUE,FALSE,11,0.0303
Fearless (Taylor's Version),The Way I Loved You (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,62,FALSE,TRUE,0.702490389,Negative,-0.548133266,TRUE,0,4,1,363,117,0.3223,3.6,14,1,30,0.0386,0.0826,0.0028,I Count,TRUE,FALSE,11,0.0303
Evermore,Dorothea,11/12/2020,Taylor Swift,,,Clean,42,FALSE,TRUE,0.622997999,Positive,0.622997999,FALSE,0,2,4,276,117,0.4239,3.55,18,4,6,0.0652,0.0217,0.0145,You Count,FALSE,TRUE,11,0.0399
Reputation,Don't Blame Me,10/11/2017,Taylor Swift,,,Clean,65,TRUE,TRUE,0.082136527,Neutral,0.182136527,TRUE,0,3,3,534,117,0.2191,3.13,26,0,26,0.0487,0.0487,0,You Count,TRUE,TRUE,15,0.0281
1989,Wildest Dreams,10/27/2014,Taylor Swift,,,Clean,38,FALSE,FALSE,0.498606086,Positive,0.498606086,FALSE,4,4,10,378,116,0.3069,3.61,18,4,5,0.0476,0.0132,0.0106,You Count,TRUE,TRUE,19,0.0503
1989 (Taylor's Version),Wildest Dreams (Taylor’s Version),9/17/2021,Taylor Swift,,,Clean,38,FALSE,FALSE,0.498606086,Positive,0.498606086,FALSE,4,4,10,378,116,0.3069,3.61,18,4,5,0.0476,0.0132,0.0106,You Count,TRUE,TRUE,19,0.0503
Reputation,Delicate,10/11/2017,Taylor Swift,,,Clean,45,TRUE,FALSE,0.19799155,Neutral,0.19799155,FALSE,2,0,9,537,116,0.216,3.22,27,7,29,0.0503,0.054,0.013,I Count,TRUE,TRUE,19,0.0354
Reputation,Dancing with Our Hands Tied,10/11/2017,Taylor Swift,,,Clean,48,FALSE,TRUE,0.012581405,Neutral,0.012581405,FALSE,2,1,20,448,116,0.2589,3.69,16,35,24,0.0357,0.0536,0.0781,We Count,TRUE,TRUE,18,0.0402
The Tortured Poets Department,I Can Fix Him (No Really I Can),4/19/2024,Taylor Swift,,,Clean,37,FALSE,FALSE,0.114589274,Neutral,0.114589274,FALSE,0,1,8,248,116,0.4677,3.42,2,1,18,0.0081,0.0726,0.004,I Count,TRUE,FALSE,6,0.0242
Lover,I Think He Knows,8/23/2019,Taylor Swift,,,Clean,40,FALSE,FALSE,0.552580893,Positive,0.552580893,FALSE,2,0,8,414,115,0.2778,3.51,14,5,50,0.0338,0.1208,0.0121,I Count,TRUE,TRUE,5,0.0121
Red (Taylor's Version),The Very First Night (Taylor’s Version) [From the Vault],12/11/2021,Taylor Swift,,,Clean,31,FALSE,FALSE,0.309481561,Neutral,0.309481561,FALSE,0,6,8,426,115,0.27,3.23,24,15,33,0.0563,0.0775,0.0352,I Count,TRUE,TRUE,25,0.0587
Red (Deluxe Edition),Come Back... Be Here,10/22/2012,Taylor Swift,,,Clean,45,FALSE,TRUE,-0.348133266,Negative,-0.348133266,FALSE,0,1,16,339,115,0.3392,3.47,21,0,20,0.0619,0.059,0,You Count,TRUE,TRUE,21,0.0619
Red (Taylor's Version),Come Back... Be Here (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,45,FALSE,TRUE,-0.348133266,Negative,-0.348133266,FALSE,0,1,16,339,115,0.3392,3.47,21,0,20,0.0619,0.059,0,You Count,TRUE,TRUE,21,0.0619
Red (Taylor's Version),Nothing New (Feat. Phoebe Bridgers) (Taylor'S Version) (From The Vault),12/11/2021,"Taylor Swift, Phoebe Bridgers",Phoebe Bridgers,,Clean,58,FALSE,FALSE,-0.226237848,Neutral,-0.226237848,FALSE,1,1,2,394,151,0.3832,3.5,12,1,25,0.0305,0.0635,0.0025,I Count,TRUE,TRUE,41,0.1041
Lover,Lover,8/16/2019,Taylor Swift,,,Clean,29,FALSE,FALSE,0.767780483,Positive,0.767780483,FALSE,1,1,2,270,114,0.4222,3.54,17,9,9,0.063,0.0333,0.0333,You Count,TRUE,FALSE,15,0.0556
Red (Taylor's Version),Run (feat. Ed Sheeran) (Taylor’s Version) [From the Vault],12/11/2021,"Taylor Swift, Ed Sheeran",Ed Sheeran,,Clean,40,TRUE,FALSE,0.318888903,Neutral,0.318888903,FALSE,1,1,7,382,114,0.2984,3.05,12,27,11,0.0314,0.0288,0.0707,We Count,TRUE,TRUE,15,0.0393
1989,Clean,10/27/2014,Taylor Swift,,,Clean,30,FALSE,TRUE,0.007799789,Positive,0.405485392,TRUE,1,9,3,347,114,0.3285,3.58,8,2,30,0.0231,0.0865,0.0058,I Count,TRUE,TRUE,21,0.0605
1989 (Taylor's Version),Clean (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,30,FALSE,TRUE,0.007799789,Positive,0.405485392,TRUE,1,9,3,347,114,0.3285,3.58,8,2,30,0.0231,0.0865,0.0058,I Count,TRUE,TRUE,21,0.0605
Reputation,Look What You Made Me Do,8/25/2017,Taylor Swift,,,Clean,53,FALSE,FALSE,-0.246513382,Neutral,-0.246513382,FALSE,4,2,0,595,113,0.1899,3.29,48,0,32,0.0807,0.0538,0,You Count,TRUE,TRUE,19,0.0319
Fearless,Fearless,4/1/2010,Taylor Swift,,,Clean,38,FALSE,TRUE,0.699025333,Positive,0.699025333,FALSE,0,5,12,342,113,0.3304,3.44,17,3,18,0.0497,0.0526,0.0088,I Count,TRUE,FALSE,5,0.0146
Fearless (Taylor's Version),Fearless (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,38,FALSE,TRUE,0.699025333,Positive,0.699025333,FALSE,0,5,12,342,113,0.3304,3.44,17,3,18,0.0497,0.0526,0.0088,I Count,TRUE,FALSE,5,0.0146
Folklore,This Is Me Trying,7/24/2020,Taylor Swift,,,Clean,22,FALSE,TRUE,-0.408392221,Negative,-0.408392221,FALSE,0,0,2,275,113,0.4109,3.39,9,1,24,0.0327,0.0873,0.0036,I Count,TRUE,FALSE,7,0.0255
Midnights (3am Edition),High Infidelity,10/21/2022,Taylor Swift,,,Clean,47,FALSE,TRUE,-0.536538839,Negative,-0.536538839,FALSE,0,3,4,386,113,0.2927,4.12,20,5,22,0.0518,0.057,0.013,I Count,FALSE,FALSE,14,0.0363
Folklore,Seven,7/24/2020,Taylor Swift,,,Clean,48,FALSE,FALSE,0.440042973,Positive,0.440042973,FALSE,0,8,5,225,112,0.4978,3.66,6,2,16,0.0267,0.0711,0.0089,I Count,TRUE,FALSE,11,0.0489
1989,Shake It Off,8/18/2014,Taylor Swift,,,Clean,68,FALSE,FALSE,-0.108630858,Neutral,-0.108630858,TRUE,0,0,3,601,112,0.1864,3.34,4,1,76,0.0067,0.1265,0.0017,I Count,TRUE,TRUE,5,0.0083
1989 (Taylor's Version),Shake It Off (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,68,FALSE,FALSE,-0.108630858,Neutral,-0.108630858,TRUE,0,0,3,601,112,0.1864,3.34,4,1,76,0.0067,0.1265,0.0017,I Count,TRUE,TRUE,5,0.0083
1989 (Taylor's Version),Say Don’t Go (Taylor’s Version) [From the Vault],10/27/2023,Taylor Swift,,,Clean,41,FALSE,TRUE,-0.261692315,Neutral,-0.261692315,FALSE,0,0,3,497,112,0.2254,3.12,42,1,21,0.0845,0.0423,0.002,You Count,TRUE,TRUE,15,0.0302
Renegade (feat. Taylor Swift),Renegade,2/7/2021,"Big Red Machine, Taylor Swift",Taylor Swift,,Explicit,55,FALSE,TRUE,-0.492391646,Negative,-0.492391646,FALSE,0,1,5,472,115,0.2436,3.83,30,1,12,0.0636,0.0254,0.0021,You Count,TRUE,FALSE,19,0.0403
Red,We Are Never Ever Getting Back Together,8/13/2012,Taylor Swift,,,Clean,41,FALSE,TRUE,-0.46321848,Negative,-0.46321848,FALSE,0,0,13,411,112,0.2725,3.68,20,20,20,0.0487,0.0487,0.0487,You Count,TRUE,TRUE,28,0.0681
Red (Taylor's Version),We Are Never Ever Getting Back Together (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,41,FALSE,TRUE,-0.46321848,Negative,-0.46321848,FALSE,0,0,13,411,112,0.2725,3.68,20,20,20,0.0487,0.0487,0.0487,You Count,TRUE,TRUE,28,0.0681
Fearless,Breathe (feat. Colbie Caillat),11/11/2008,Taylor Swift,,,Clean,17,FALSE,TRUE,-0.549116313,Negative,-0.549116313,FALSE,0,1,5,341,111,0.3255,3.35,16,5,25,0.0469,0.0733,0.0147,I Count,TRUE,TRUE,20,0.0587
Midnights,Snow on the Beach (feat. Lana Del Rey),10/21/2022,"Taylor Swift, Lana Del Rey",Lana Del Rey,,Explicit,34,FALSE,TRUE,0.084305778,Neutral,0.084305778,FALSE,1,38,1,436,123,0.2821,3.59,11,1,11,0.0252,0.0252,0.0023,You Count,TRUE,FALSE,10,0.0229
Fearless,Tell Me Why,11/11/2008,Taylor Swift,,,Clean,78,FALSE,TRUE,-0.704667509,Negative,-0.704667509,FALSE,0,0,1,372,111,0.2984,3.3,41,1,29,0.1102,0.078,0.0027,You Count,TRUE,FALSE,13,0.0349
Fearless (Taylor's Version),Tell Me Why (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,78,FALSE,TRUE,-0.704667509,Negative,-0.704667509,FALSE,0,0,1,372,111,0.2984,3.3,41,1,29,0.1102,0.078,0.0027,You Count,TRUE,FALSE,13,0.0349
Taylor Swift (2006),Picture to Burn,3/2/2008,Taylor Swift,,,Clean,43,FALSE,TRUE,-0.780877411,Negative,-0.780877411,FALSE,0,0,1,318,111,0.3491,3.72,20,0,12,0.0629,0.0377,0,You Count,TRUE,FALSE,17,0.0535
Folklore (Deluxe Edition),The Lakes,8/18/2020,Taylor Swift,,,Clean,39,FALSE,FALSE,-0.547009587,Negative,-0.547009587,FALSE,2,11,3,242,110,0.4545,3.87,5,0,13,0.0207,0.0537,0,I Count,TRUE,FALSE,5,0.0207
Fearless (Taylor's Version),Bye Bye Baby (Taylor’s Version) [From the Vault],9/4/2021,Taylor Swift,,,Clean,47,FALSE,FALSE,-0.436920285,Negative,-0.436920285,FALSE,1,1,3,363,110,0.303,3.42,17,2,29,0.0468,0.0799,0.0055,I Count,TRUE,FALSE,10,0.0275
Taylor Swift (2006),Stay Beautiful,10/24/2006,Taylor Swift,,,Clean,41,FALSE,TRUE,0.778080761,Positive,0.778080761,FALSE,0,2,5,293,110,0.3754,3.7,23,0,8,0.0785,0.0273,0,You Count,TRUE,FALSE,9,0.0307
Fearless (Platinum Edition),SuperStar,10/26/2009,Taylor Swift,,,Clean,40,FALSE,TRUE,-0.02502043,Neutral,-0.02502043,FALSE,0,1,5,293,110,0.3754,3.76,17,0,16,0.058,0.0546,0,You Count,TRUE,FALSE,12,0.041
Fearless (Taylor's Version),Superstar (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,40,FALSE,TRUE,-0.058321357,Neutral,-0.058321357,FALSE,0,1,5,293,110,0.3754,3.76,17,0,16,0.058,0.0546,0,You Count,TRUE,FALSE,12,0.041
Red,Everything Has Changed (feat. Ed Sheeran),4/7/2013,Taylor Swift,,,Clean,50,TRUE,TRUE,0.628076196,Positive,0.628076196,FALSE,2,2,8,454,109,0.2401,3.72,39,4,39,0.0859,0.0859,0.0088,You Count,TRUE,TRUE,23,0.0507
Red (Taylor's Version),Everything Has Changed (Feat. Ed Sheeran) (Taylor'S Version),12/11/2021,"Taylor Swift, Ed Sheeran",Ed Sheeran,,Clean,50,TRUE,TRUE,0.628076196,Positive,0.628076196,FALSE,2,2,8,454,109,0.2401,3.72,39,4,39,0.0859,0.0859,0.0088,You Count,TRUE,TRUE,23,0.0507
The Life of a Showgirl,Wood,10/3/2025,Taylor Swift,,,Explicit,44,FALSE,FALSE,0.251935601,Neutral,0.251935601,FALSE,1,11,9,334,109,0.3263,3.53,5,2,13,0.015,0.0389,0.006,I Count,FALSE,TRUE,7,0.021
Red,Starlight,10/22/2012,Taylor Swift,,,Clean,45,FALSE,TRUE,0.710146606,Positive,0.710146606,FALSE,0,27,0,348,109,0.3132,4.1,8,24,3,0.023,0.0086,0.069,We Count,TRUE,FALSE,17,0.0489
Red (Taylor's Version),Starlight (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,45,FALSE,TRUE,0.710146606,Positive,0.710146606,FALSE,0,27,0,348,109,0.3132,4.1,8,24,3,0.023,0.0086,0.069,We Count,TRUE,FALSE,17,0.0489
1989,I Wish You Would,10/27/2014,Taylor Swift,,,Clean,46,FALSE,TRUE,0.384556621,Negative,-0.548133266,TRUE,0,0,11,725,109,0.1503,2.9,64,15,216,0.0883,0.2979,0.0207,I Count,TRUE,FALSE,23,0.0317
1989 (Taylor's Version),I Wish You Would (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,46,FALSE,TRUE,0.384556621,Negative,-0.548133266,TRUE,0,0,11,725,109,0.1503,2.9,64,15,216,0.0883,0.2979,0.0207,I Count,TRUE,FALSE,23,0.0317
Fearless,You're Not Sorry,11/11/2008,Taylor Swift,,,Clean,46,FALSE,FALSE,-0.261251837,Negative,-0.594530284,TRUE,0,0,0,351,109,0.3105,3.2,30,1,16,0.0855,0.0456,0.0028,You Count,TRUE,FALSE,11,0.0313
Fearless (Taylor's Version),You’re Not Sorry (Taylor’s Version),9/4/2021,Taylor Swift,,,Clean,46,FALSE,FALSE,-0.261251837,Negative,-0.594530284,TRUE,0,0,0,351,109,0.3105,3.2,30,1,16,0.0855,0.0456,0.0028,You Count,TRUE,FALSE,11,0.0313
1989,I Know Places,10/27/2014,Taylor Swift,,,Clean,33,TRUE,TRUE,0.119647726,Neutral,0.119647726,FALSE,1,7,5,365,108,0.2959,3.18,4,17,67,0.011,0.1836,0.0466,I Count,TRUE,TRUE,6,0.0164
1989 (Taylor's Version),I Know Places (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,33,TRUE,TRUE,0.119647726,Neutral,0.119647726,FALSE,1,7,5,365,108,0.2959,3.18,4,17,67,0.011,0.1836,0.0466,I Count,TRUE,TRUE,6,0.0164
Lover,False God,8/23/2019,Taylor Swift,,,Clean,54,FALSE,TRUE,0.120055303,Neutral,0.120055303,FALSE,0,1,4,350,108,0.3086,3.43,17,18,12,0.0486,0.0343,0.0514,We Count,FALSE,TRUE,21,0.06
Red (Deluxe Edition),Girl at Home,10/22/2012,Taylor Swift,,,Clean,69,TRUE,TRUE,-0.0930309,Neutral,-0.0930309,FALSE,0,0,0,468,108,0.2308,3.51,24,0,14,0.0513,0.0299,0,You Count,TRUE,TRUE,6,0.0128
Red (Taylor's Version),Girl at Home (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,69,TRUE,TRUE,-0.0930309,Neutral,-0.0930309,FALSE,0,0,0,468,108,0.2308,3.51,24,0,14,0.0513,0.0299,0,You Count,TRUE,TRUE,6,0.0128
Lover,The Archer,8/23/2019,Taylor Swift,,,Clean,18,FALSE,TRUE,-0.424692541,Neutral ,-0.293317407,TRUE,0,2,2,308,108,0.3506,3.61,7,0,28,0.0227,0.0909,0,I Count,TRUE,TRUE,7,0.0227
Red,State of Grace,10/22/2012,Taylor Swift,,,Clean,14,FALSE,TRUE,0.07870955,Neutral,0.07870955,FALSE,2,4,5,380,107,0.2816,3.2,11,9,11,0.0289,0.0289,0.0237,You Count,TRUE,TRUE,21,0.0553
Red (Taylor's Version),State of Grace (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,14,FALSE,TRUE,0.07870955,Neutral,0.07870955,FALSE,2,4,5,380,107,0.2816,3.2,11,9,11,0.0289,0.0289,0.0237,You Count,TRUE,TRUE,21,0.0553
Taylor Swift (2006) [Deluxe],I'm Only Me When I'm with You,6/11/2007,Taylor Swift,,,Clean,55,FALSE,TRUE,0.281854123,Neutral,0.281854123,FALSE,0,4,0,339,107,0.3156,3.25,24,5,26,0.0708,0.0767,0.0147,I Count,TRUE,TRUE,15,0.0442
Midnights (The Til Dawn Edition),Snow on the Beach (feat. More Lana Del Rey),5/26/2023,"Taylor Swift, Lana Del Rey",Lana Del Rey,,Clean,34,FALSE,TRUE,0.086709924,Neutral,0.086709924,FALSE,1,38,1,380,127,0.3342,3.68,11,1,11,0.0289,0.0289,0.0026,You Count,TRUE,FALSE,10,0.0263
1989,Out of the Woods,5/2/2016,Taylor Swift,,,Clean,106,FALSE,FALSE,0.497458369,Neutral,-0.548133266,TRUE,2,43,3,670,106,0.1582,3.35,9,81,10,0.0134,0.0149,0.1209,We Count,TRUE,FALSE,83,0.1239
1989 (Taylor's Version),Out of the Woods (Taylor’s Version),10/27/2023,Taylor Swift,,,Clean,106,FALSE,FALSE,0.497458369,Neutral,-0.548133266,TRUE,2,43,3,670,106,0.1582,3.35,9,81,10,0.0134,0.0149,0.1209,We Count,TRUE,FALSE,83,0.1239
Red,22,12/3/2013,Taylor Swift,,,Clean,44,FALSE,TRUE,0.345067859,Positive,0.345067859,FALSE,0,1,0,462,106,0.2294,3.66,25,16,15,0.0541,0.0325,0.0346,You Count,TRUE,TRUE,63,0.1364
Red (Taylor's Version),22 (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,44,FALSE,TRUE,0.345067859,Positive,0.345067859,FALSE,0,1,0,462,106,0.2294,3.66,25,16,15,0.0541,0.0325,0.0346,You Count,TRUE,TRUE,63,0.1364
Taylor Swift (2006),Should've Said No,5/18/2008,Taylor Swift,,,Clean,74,FALSE,FALSE,-0.444779128,Negative,-0.444779128,FALSE,0,1,13,383,106,0.2768,3.54,39,2,9,0.1018,0.0235,0.0052,You Count,TRUE,TRUE,15,0.0392
Speak Now,Haunted,10/25/2010,Taylor Swift,,,Clean,51,FALSE,TRUE,-0.631947517,Negative,-0.631947517,FALSE,0,0,6,363,106,0.292,3.45,22,1,33,0.0606,0.0909,0.0028,I Count,TRUE,TRUE,12,0.0331
Speak Now (Taylor's Version),Haunted (Taylor’s Version),7/7/2023,Taylor Swift,,,Clean,51,FALSE,TRUE,-0.631947517,Negative,-0.631947517,FALSE,0,0,6,363,106,0.292,3.45,22,1,33,0.0606,0.0909,0.0028,I Count,TRUE,TRUE,12,0.0331
Folklore,Hoax,7/24/2020,Taylor Swift,,,Clean,35,FALSE,TRUE,-0.667477846,Negative,-0.667477846,FALSE,3,4,3,249,105,0.4217,3.76,13,0,5,0.0522,0.0201,0,You Count,TRUE,FALSE,9,0.0361
Taylor Swift (2006),Cold as You,10/24/2006,Taylor Swift,,,Clean,42,FALSE,FALSE,-0.528747141,Negative,-0.528747141,FALSE,1,3,1,258,104,0.4031,3.62,22,0,13,0.0853,0.0504,0,You Count,TRUE,FALSE,13,0.0504
Red,I Knew You Were Trouble,11/27/2012,Taylor Swift,,,Clean,57,TRUE,TRUE,-0.656982541,Negative,-0.656982541,FALSE,0,0,1,440,104,0.2364,3.44,31,8,29,0.0705,0.0659,0.0182,You Count,TRUE,TRUE,35,0.0795
Red (Taylor's Version),I Knew You Were Trouble (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,57,TRUE,TRUE,-0.656982541,Negative,-0.656982541,FALSE,0,0,1,440,104,0.2364,3.44,31,8,29,0.0705,0.0659,0.0182,You Count,TRUE,TRUE,35,0.0795
Lover,Soon You'll Get Better (feat. The Chicks),8/23/2019,"Taylor Swift, The Chicks",The Chicks,,Clean,19,FALSE,FALSE,0.315839261,Neutral,0.315839261,FALSE,1,1,2,270,103,0.3815,3.29,22,3,19,0.0815,0.0704,0.0111,You Count,TRUE,FALSE,18,0.0667
Midnights (3am Edition),Glitch,10/21/2022,Taylor Swift,,,Clean,44,FALSE,FALSE,-0.216629505,Neutral,-0.216629505,FALSE,0,6,4,257,103,0.4008,3.9,6,3,16,0.0233,0.0623,0.0117,I Count,TRUE,FALSE,17,0.0661
Reputation,So It Goes...,10/11/2017,Taylor Swift,,,Clean,47,FALSE,FALSE,-0.264816672,Neutral,-0.264816672,FALSE,5,4,12,409,102,0.2494,3.43,20,4,21,0.0489,0.0513,0.0098,I Count,TRUE,TRUE,21,0.0513
Evermore,Marjorie,11/12/2020,Taylor Swift,,,Clean,31,FALSE,TRUE,-0.027528301,Neutral,-0.027528301,FALSE,1,3,6,358,102,0.2849,3.57,29,6,18,0.081,0.0503,0.0168,You Count,TRUE,TRUE,15,0.0419
Folklore,Mirrorball,7/24/2020,Taylor Swift,,,Clean,51,FALSE,TRUE,0.42768991,Positive,0.42768991,FALSE,0,2,4,277,102,0.3682,3.79,14,0,23,0.0505,0.083,0,I Count,TRUE,FALSE,17,0.0614
Folklore,August,7/24/2020,Taylor Swift,,,Clean,43,FALSE,TRUE,-0.290245593,Negative,-0.348133266,TRUE,0,2,6,404,102,0.2525,3.59,15,6,17,0.0371,0.0421,0.0149,I Count,TRUE,FALSE,36,0.0891
First Two Pages of Frankenstein,The Alcott,4/26/2023,"The National, Taylor Swift",Taylor Swift,,Clean,47,FALSE,TRUE,-0.02239662,Neutral,-0.02239662,FALSE,2,1,7,417,117,0.2806,3.37,34,0,36,0.0815,0.0863,0,I Count,TRUE,FALSE,11,0.0264
Fearless (Taylor's Version),We Were Happy (Taylor’s Version) [From the Vault],9/4/2021,Taylor Swift,,,Clean,39,FALSE,TRUE,0.806540668,Negative,-0.348133266,TRUE,0,1,5,256,101,0.3945,3.6,2,38,6,0.0078,0.0234,0.1484,We Count,TRUE,TRUE,14,0.0547
The Hunger Games: Songs from District 12 and Beyond,Eyes Open,3/27/2012,Taylor Swift,,,Clean,30,TRUE,FALSE,-0.058797836,Neutral,-0.058797836,FALSE,0,0,21,273,101,0.37,4.36,14,3,0,0.0513,0,0.011,You Count,TRUE,TRUE,11,0.0403
Midnights,Sweet Nothing,10/21/2022,Taylor Swift,,,Clean,39,FALSE,FALSE,0.141192794,Neutral,0.141192794,FALSE,0,1,1,287,100,0.3484,4.03,12,2,8,0.0418,0.0279,0.007,You Count,TRUE,FALSE,2,0.007
Red,Treacherous,10/22/2012,Taylor Swift,,,Clean,16,FALSE,TRUE,0.079522789,Neutral,0.079522789,FALSE,0,2,6,283,100,0.3534,3.78,25,1,32,0.0883,0.1131,0.0035,I Count,TRUE,FALSE,5,0.0177
Red (Taylor's Version),Treacherous (Taylor’s Version),12/11/2021,Taylor Swift,,,Clean,16,FALSE,TRUE,0.079522789,Neutral,0.079522789,FALSE,0,2,6,283,100,0.3534,3.78,25,1,32,0.0883,0.1131,0.0035,I Count,TRUE,FALSE,5,0.0177
Midnights,Midnight Rain,10/21/2022,Taylor Swift,,,Clean,31,TRUE,TRUE,-0.051936436,Neutral,-0.051936436,FALSE,0,7,1,286,100,0.3497,4.03,0,5,17,0,0.0594,0.0175,I Count,FALSE,FALSE,11,0.0385
The Tortured Poets Department: The Anthology,I Look in People's Windows,4/19/2024,Taylor Swift,,,Clean,42,FALSE,FALSE,-0.171869084,Negative,-0.380782574,TRUE,2,2,4,189,98,0.5185,3.9,5,0,13,0.0265,0.0688,0,I Count,FALSE,TRUE,11,0.0582
1989,This Love,10/27/2014,Taylor Swift,,,Clean,38,FALSE,FALSE,0.456468135,Positive,0.456468135,FALSE,1,2,17,404,98,0.2426,3.5,11,2,6,0.0272,0.0149,0.005,You Count,TRUE,TRUE,8,0.0198
1989 (Taylor's Version),This Love (Taylor’s Version),6/5/2022,Taylor Swift,,,Clean,38,FALSE,FALSE,0.456468135,Positive,0.456468135,FALSE,1,2,17,404,98,0.2426,3.5,11,2,6,0.0272,0.0149,0.005,You Count,TRUE,TRUE,8,0.0198
Midnights,Lavender Haze,10/21/2022,Taylor Swift,,,Explicit,38,TRUE,TRUE,0.158637449,Neutral,0.158637449,FALSE,9,18,3,310,97,0.3129,3.59,5,0,20,0.0161,0.0645,0,I Count,TRUE,TRUE,4,0.0129
Reputation,New Year's Day,10/11/2017,Taylor Swift,,,Clean,34,FALSE,TRUE,0.318047702,Neutral,0.318047702,FALSE,0,0,2,400,97,0.2425,3.63,23,2,19,0.0575,0.0475,0.005,You Count,TRUE,FALSE,18,0.045
Red,The Last Time (feat. Gary Lightbody of Snow Patrol),4/11/2013,"Taylor Swift, Gary Lightbody",Gary Lightbody,,Clean,39,FALSE,TRUE,-0.112011909,Neutral,-0.112011909,FALSE,0,0,17,473,97,0.2051,3.27,41,0,33,0.0867,0.0698,0,You Count,TRUE,TRUE,37,0.0782
Red (Taylor's Version),The Last Time (Taylor’s Version) [feat. Gary Lightbody of Snow Patrol],12/11/2021,"Taylor Swift, Gary Lightbody",Gary Lightbody,,Clean,39,FALSE,TRUE,-0.112011909,Neutral,-0.112011909,FALSE,0,0,17,473,97,0.2051,3.27,41,0,33,0.0867,0.0698,0,You Count,TRUE,TRUE,37,0.0782
Valentine's Day (Original Motion Picture Soundtrack),Today Was a Fairytale,1/19/2010,Taylor Swift,,,Clean,47,FALSE,TRUE,0.786132097,Positive,0.786132097,FALSE,1,0,4,352,96,0.2727,3.68,24,2,12,0.0682,0.0341,0.0057,You Count,TRUE,TRUE,27,0.0767
